0.002291837,0.002213321
0.002244855,0.002176836
0.002096859,0.002125839
0.002060143,0.002066061
0.002072122,0.002010773
0.002055725,0.001951857
0.002156979,0.001977486
0.00217548,0.001932115
0.001174927,0.001882992
0.001134385,0.001832561
0.00109077,0.001778516
0.001065801,0.001753505
0.001027073,0.001704862
0.001083395,0.00168049
0.001075608,0.001635614
0.001101578,0.001599304
0.000879524,0.001571512
0.000824533,0.001523973
0.00079102,0.001478929
0.000777363,0.001438231
0.001780016,0.001867948
0.001737815,0.001814456
0.00199127,0.001917829
0.00204786,0.001920004
0.002108817,0.001907325
0.002106349,0.001859147
0.002088604,0.001808237
0.002089824,0.001754314
0.002088295,0.001700945
0.00220497,0.00174146
0.001619407,0.001746971
0.001613558,0.001694055
0.00128325,0.00164526
0.001156464,0.001608697
0.00103473,0.001563727
0.001203262,0.001600514
0.001228668,0.001570253
0.001264619,0.001541304
0.00128863,0.001506692
0.00108329,0.001467904
0.000921377,0.001425445
0.001066223,0.001443519
0.001493364,0.001619862
0.001478156,0.001575703
0.002213611,0.00199388
0.002115895,0.001935537
0.002101315,0.001882122
0.002412044,0.002056493
0.002419417,0.002008438
0.002463479,0.001985375
0.002465624,0.001928209
0.002408437,0.001871213
0.002248805,0.001873638
0.002252399,0.001823709
0.001549099,0.001778734
0.001650598,0.00178275
0.001640166,0.001728516
0.001494928,0.001853274
0.001495213,0.001813138
0.001448283,0.001776867
0.00147029,0.001737567
0.001594742,0.001753108
0.001551683,0.001739788
0.001538205,0.001687095
0.001573911,0.001667249
0.001545247,0.001662357
0.001548633,0.001613744
0.001216963,0.00158861
0.001178894,0.001541577
0.001220643,0.00153656
0.001263935,0.001528139
0.001141705,0.001501355
0.001039555,0.001457056
0.001084885,0.001433336
0.001002516,0.001390047
0.001175172,0.00148067
0.001179546,0.001439988
0.001306563,0.00148808
0.001314418,0.001448471
0.001666656,0.001652077
0.001630372,0.001615448
0.001622742,0.001580244
0.001673399,0.001565794
0.001790109,0.0016143
0.001797361,0.001570434
0.001689395,0.001571147
0.001686335,0.001525425
0.002043568,0.001803331
0.002074639,0.001774882
0.001744676,0.001721112
0.001799688,0.001716264
0.002111377,0.001882638
0.002133185,0.001868576
0.00202483,0.001820196
0.002041694,0.001781048
0.001990222,0.001734215
0.00198921,0.001682605
0.001513929,0.001651363
0.001482573,0.001612555
0.001576438,0.001617908
0.001509366,0.001580333
0.001003303,0.001536282
0.000972828,0.001530468
0.001295939,0.001634827
0.001392265,0.0016509
0.00144266,0.001635041
0.00144393,0.00158722
0.001426872,0.001550625
0.001405274,0.001503471
0.001605523,0.001630907
0.001608641,0.00159473
0.001602256,0.00154623
0.00153777,0.001499888
0.001289589,0.001471236
0.001351422,0.001531605
0.001333286,0.001512372
0.001352054,0.00147871
0.001329476,0.001433662
0.001502267,0.001491944
0.001479656,0.001608399
0.002113669,0.001959989
0.0021152,0.001901368
0.002163133,0.00187713
0.002147466,0.001822507
0.002043955,0.001781313
0.002014032,0.001729751
0.002107067,0.00175474
0.002109646,0.0017032
0.002014667,0.001669022
0.00181308,0.00162792
0.001000093,0.001590189
0.001007262,0.001545882
0.000931814,0.001511263
0.001288105,0.001621967
0.001256356,0.001573306
0.001604453,0.001712783
0.001469063,0.001665692
0.001629646,0.001706793
0.0020071,0.001902833
0.002002746,0.001850589
0.002083417,0.001858646
0.002196146,0.001884018
0.002186726,0.001830117
0.00199653,0.001776199
0.002000869,0.001725792
0.001812807,0.001725162
0.001806099,0.00167331
0.001877341,0.00175912
0.002280831,0.002190416
0.002303729,0.002143406
0.002226691,0.002084344
0.002790586,0.002466492
0.002986508,0.002531889
0.00298533,0.002455224
0.003228991,0.002566655
0.003183712,0.002488929
0.003304832,0.002509377
0.003562203,0.002728024
0.003204068,0.002725937
0.003182177,0.002642943
0.003175985,0.002562884
0.002855428,0.002648393
0.002906798,0.002731783
0.00296379,0.002686619
0.002724095,0.002624521
0.002743531,0.002557518
0.002619438,0.0024946
0.002096601,0.002427587
0.002096056,0.002444046
0.00215919,0.002403416
0.002186908,0.002346154
0.00211271,0.00241298
0.002165195,0.002545061
0.00210324,0.002476502
0.002088899,0.00241501
0.002122428,0.002373422
0.002462078,0.002510778
0.002451696,0.002436942
0.002395618,0.002419306
0.002340292,0.002346508
0.002596454,0.002451348
0.002379674,0.002376895
0.002041391,0.002327556
0.002558717,0.002562165
0.002750382,0.002616973
0.003175846,0.002846271
0.003068125,0.002867139
0.003064911,0.002779991
0.002996574,0.002699406
0.003527555,0.002988701
0.003349777,0.002914822
0.003374248,0.002843627
0.0035508,0.002905423
0.00323562,0.002850237
0.003062267,0.002767508
0.002630571,0.002718206
0.002481303,0.002663231
0.002529987,0.002610499
0.002744324,0.002665756
0.002070387,0.002610698
0.002043688,0.002537851
0.002014203,0.002466222
0.001670753,0.002407987
0.002014411,0.002529667
0.002115305,0.002507577
0.002041313,0.002432122
0.002027585,0.002382072
0.00206543,0.002360979
0.001849529,0.002330892
0.001795767,0.002263924
0.001805975,0.002207663
0.001994354,0.002244749
0.002193884,0.002306308
0.001892929,0.002282688
0.001865464,0.002260259
0.003449854,0.003140019
